frame,time_seconds,track_id,class_id,confidence,x1,y1,x2,y2,center_x,center_y,bbox_width,bbox_height
60,2.4,7,0,0.8846877217292786,80,2,317,506,199,254,237,504
60,2.4,6,0,0.7134881019592285,85,208,119,306,102,257,33,97
60,2.4,13,0,0.798576295375824,774,199,818,314,796,257,43,115
61,2.44,1,0,0.8833701014518738,667,71,784,367,726,219,117,296
61,2.44,4,0,0.8616180419921875,884,207,928,312,906,259,43,104
61,2.44,7,0,0.8885058760643005,79,2,312,505,195,253,233,502
61,2.44,6,0,0.6981385350227356,78,203,113,306,95,255,35,103
61,2.44,13,0,0.8162457942962646,771,199,815,314,793,257,43,115
62,2.48,1,0,0.9055541157722473,654,67,774,369,714,218,120,301
62,2.48,4,0,0.8247509002685547,882,206,925,313,903,259,43,107
62,2.48,7,0,0.9037352800369263,78,3,308,503,193,253,229,500
62,2.48,6,0,0.7379611730575562,68,200,105,307,86,254,36,106
62,2.48,13,0,0.8497363924980164,766,200,810,315,788,258,43,114
63,2.52,1,0,0.896085798740387,642,66,766,371,704,219,124,305
63,2.52,4,0,0.835317075252533,880,206,924,314,902,260,43,108
63,2.52,7,0,0.8958070874214172,77,3,302,500,190,251,225,497
63,2.52,6,0,0.7444206476211548,62,198,100,308,81,253,37,110
63,2.52,13,0,0.8663365840911865,762,200,806,316,784,258,43,115
64,2.56,1,0,0.9176445007324219,623,59,756,375,689,217,132,315
64,2.56,4,0,0.8366870284080505,877,206,921,314,899,260,43,108
64,2.56,7,0,0.8363608121871948,76,2,302,501,189,252,225,499
64,2.56,6,0,0.7770294547080994,55,195,93,307,74,251,38,112
64,2.56,13,0,0.8716839551925659,758,199,803,317,781,258,44,118
65,2.6,1,0,0.900553286075592,610,55,749,376,679,215,138,320
65,2.6,4,0,0.8316822052001953,876,206,919,314,897,260,43,108
65,2.6,7,0,0.8700811266899109,70,2,296,504,183,253,226,502
65,2.6,6,0,0.780724048614502,49,194,88,307,68,251,38,112
65,2.6,13,0,0.861850917339325,756,198,801,317,778,258,45,118
66,2.64,1,0,0.8992952108383179,594,51,738,380,666,215,144,329
66,2.64,4,0,0.8413442969322205,873,205,917,314,895,260,43,109
66,2.64,7,0,0.8964603543281555,62,2,293,511,177,257,230,509
66,2.64,6,0,0.772024393081665,40,193,80,308,60,250,39,115
66,2.64,13,0,0.8795681595802307,752,198,798,318,775,258,45,119
67,2.68,1,0,0.8945816159248352,585,46,732,382,659,214,147,336
67,2.68,4,0,0.819044291973114,872,204,915,314,893,259,43,110
67,2.68,7,0,0.8983070850372314,62,2,296,516,179,259,233,513
67,2.68,6,0,0.7970285415649414,35,193,75,308,55,251,39,114
67,2.68,13,0,0.8883031010627747,750,198,796,319,773,258,46,120
68,2.72,1,0,0.8925176858901978,573,41,722,385,648,213,148,343
68,2.72,4,0,0.8095715641975403,870,203,914,314,892,259,43,110
68,2.72,7,0,0.8939797282218933,65,2,302,523,184,262,236,521
68,2.72,6,0,0.7662050724029541,30,193,70,309,50,251,40,115
68,2.72,13,0,0.8685548901557922,749,198,795,319,772,259,46,120
68,2.72,15,0,0.3609870970249176,1094,180,1149,302,1121,241,55,122
69,2.76,1,0,0.9121289253234863,566,37,716,388,641,213,150,351
69,2.76,4,0,0.8187993764877319,870,203,914,314,892,259,43,110
69,2.76,7,0,0.8957286477088928,68,2,308,529,188,266,239,526
69,2.76,6,0,0.7649300694465637,26,191,67,308,47,249,41,117
69,2.76,13,0,0.8583208918571472,749,198,796,319,772,259,46,121
69,2.76,15,0,0.3645051419734955,1093,180,1148,302,1121,241,55,121
69,2.76,16,0,0.5611534118652344,685,234,711,296,698,265,25,62
70,2.8,1,0,0.9170829057693481,559,31,712,393,635,212,153,361
70,2.8,4,0,0.812964677810669,871,204,915,315,893,260,43,111
70,2.8,7,0,0.8808559775352478,71,2,312,536,192,269,240,533
70,2.8,6,0,0.7913424968719482,23,191,64,308,44,250,41,117
70,2.8,13,0,0.8467574715614319,750,198,796,320,773,259,46,121
70,2.8,15,0,0.3933590352535248,1092,180,1148,303,1120,242,55,122
70,2.8,16,0,0.565455973148346,683,235,710,298,697,266,26,63
71,2.84,1,0,0.9085705876350403,554,27,709,395,631,211,155,367
71,2.84,4,0,0.8148153424263,873,206,916,317,894,261,43,111
71,2.84,7,0,0.8478638529777527,87,2,321,531,204,267,234,529
71,2.84,6,0,0.7855706810951233,21,192,63,308,42,250,41,116
71,2.84,13,0,0.8381693363189697,750,199,797,321,774,260,46,121
71,2.84,15,0,0.4569288194179535,1093,181,1149,303,1121,242,55,122
71,2.84,16,0,0.6240441203117371,683,235,709,298,696,267,26,63
72,2.88,1,0,0.9112257957458496,547,21,707,403,627,212,160,381
72,2.88,4,0,0.8399578928947449,873,206,917,319,895,263,43,112
72,2.88,7,0,0.8664681315422058,100,2,328,522,214,262,227,519
72,2.88,6,0,0.827133059501648,18,191,60,309,39,250,41,118
72,2.88,13,0,0.8348742127418518,752,199,798,321,775,260,46,122
72,2.88,15,0,0.49595120549201965,1093,181,1149,304,1121,242,56,123
72,2.88,16,0,0.6254315972328186,682,236,709,299,695,268,26,63
73,2.92,1,0,0.9164753556251526,542,17,707,409,624,213,164,391
73,2.92,4,0,0.8486975431442261,874,207,918,320,896,264,43,113
73,2.92,7,0,0.8817490935325623,104,2,328,519,216,260,223,517
73,2.92,6,0,0.7931159138679504,16,191,58,309,37,250,41,117
73,2.92,13,0,0.8429763913154602,752,200,799,322,776,261,46,122
73,2.92,15,0,0.4979998469352722,1092,181,1148,305,1120,243,56,123
73,2.92,16,0,0.5753658413887024,681,236,708,300,694,268,26,63
74,2.96,1,0,0.9131383895874023,535,15,704,415,619,215,169,400
74,2.96,4,0,0.8518292903900146,874,206,918,320,896,263,44,113
74,2.96,7,0,0.7538526058197021,117,1,346,521,232,261,229,519
74,2.96,6,0,0.7744168043136597,12,190,54,308,33,249,41,117
74,2.96,13,0,0.8605546951293945,753,199,798,321,776,260,45,121
74,2.96,15,0,0.45371952652931213,1090,181,1146,305,1118,243,56,124
74,2.96,16,0,0.5091182589530945,679,235,706,300,692,267,26,64
75,3.0,1,0,0.8974372744560242,526,13,701,422,613,218,174,408
75,3.0,4,0,0.8454599380493164,874,206,919,320,896,263,44,113
75,3.0,7,0,0.8809771537780762,132,1,372,524,252,263,239,523
75,3.0,6,0,0.7877846360206604,10,191,52,309,31,250,41,118
75,3.0,13,0,0.8609090447425842,753,199,798,321,775,260,45,121
75,3.0,15,0,0.48851045966148376,1089,180,1145,306,1117,243,56,125
75,3.0,16,0,0.4775508642196655,677,235,703,299,690,267,26,63
75,3.0,17,0,0.5795661211013794,647,202,681,318,664,260,34,116
76,3.04,1,0,0.914018452167511,502,13,687,429,595,221,184,416
76,3.04,4,0,0.8573518395423889,875,205,919,320,897,262,44,115
76,3.04,7,0,0.8666495084762573,138,0,387,532,263,266,249,531
76,3.04,6,0,0.7744370698928833,6,192,47,309,27,250,41,117
76,3.04,13,0,0.8574503064155579,752,199,797,321,775,260,45,121
76,3.04,15,0,0.46499571204185486,1087,180,1144,305,1116,242,56,124
76,3.04,16,0,0.35214900970458984,676,237,701,299,688,268,25,62
76,3.04,17,0,0.6594324111938477,647,203,681,318,664,261,34,115
77,3.08,1,0,0.9296712875366211,483,12,677,432,580,222,193,420
77,3.08,4,0,0.867457389831543,876,204,920,320,898,262,44,115
77,3.08,7,0,0.8691753149032593,143,1,393,518,268,259,250,517
77,3.08,6,0,0.8016323447227478,2,192,44,309,23,250,41,116
77,3.08,13,0,0.8509616255760193,752,199,797,321,774,260,45,121
77,3.08,15,0,0.48857352137565613,1087,180,1144,304,1115,242,57,124
77,3.08,17,0,0.6741241216659546,647,205,681,318,664,262,33,113
78,3.12,1,0,0.9313198328018188,461,10,665,434,563,222,204,423
78,3.12,4,0,0.8717966675758362,877,202,923,321,900,261,45,118
78,3.12,7,0,0.9044156670570374,146,1,403,516,274,259,257,515
78,3.12,6,0,0.7760511040687561,0,191,41,308,20,249,41,117
78,3.12,13,0,0.8486833572387695,752,199,797,322,774,260,45,122
78,3.12,15,0,0.46221914887428284,1086,180,1143,304,1115,242,57,124
78,3.12,17,0,0.6076033115386963,649,209,681,319,665,264,32,109
79,3.16,1,0,0.9256297945976257,447,9,660,436,554,223,212,426
79,3.16,4,0,0.8742310404777527,879,201,925,320,902,261,45,118
79,3.16,7,0,0.9177179336547852,150,2,413,516,282,259,263,513
79,3.16,6,0,0.7781519293785095,0,190,39,308,19,249,39,117
79,3.16,13,0,0.847184956073761,752,198,797,321,774,260,44,123
79,3.16,15,0,0.47986093163490295,1086,180,1143,304,1115,242,57,124
79,3.16,17,0,0.5494503974914551,649,210,681,319,665,264,31,108
80,3.2,1,0,0.9154646992683411,448,11,666,444,557,228,217,433
80,3.2,4,0,0.8846484422683716,882,200,929,321,906,260,46,120
80,3.2,7,0,0.9178056716918945,166,1,442,518,304,260,276,516
80,3.2,6,0,0.7669335007667542,0,188,38,308,19,248,38,119
80,3.2,13,0,0.8596085906028748,753,197,797,322,775,259,44,124
80,3.2,15,0,0.43059977889060974,1085,179,1143,305,1114,242,58,125
80,3.2,17,0,0.5761241912841797,651,212,683,319,667,266,31,107
81,3.24,1,0,0.9231141805648804,453,12,672,447,562,230,218,435
81,3.24,4,0,0.8909732103347778,885,200,932,321,908,261,46,121
81,3.24,7,0,0.9171826839447021,174,1,463,521,318,261,289,520
81,3.24,6,0,0.7549102306365967,0,187,36,308,18,248,36,120
81,3.24,13,0,0.8608120083808899,753,196,798,322,776,259,44,125
81,3.24,15,0,0.4636378884315491,1085,180,1143,306,1114,243,58,126
81,3.24,17,0,0.5445623397827148,654,209,687,320,670,264,33,110
82,3.28,1,0,0.8806267976760864,457,13,679,456,568,234,222,443
82,3.28,4,0,0.8930474519729614,887,200,934,322,911,261,47,121
82,3.28,7,0,0.9082297682762146,184,1,490,530,337,266,305,529
82,3.28,6,0,0.6669537425041199,0,187,33,308,16,247,33,120
82,3.28,13,0,0.8759961128234863,754,194,799,322,776,258,45,128
82,3.28,15,0,0.5159128904342651,1084,180,1142,306,1113,243,58,126
82,3.28,17,0,0.3898424804210663,655,210,688,320,672,265,33,109
83,3.32,1,0,0.9182446002960205,460,13,681,455,571,234,221,442
83,3.32,4,0,0.8908075094223022,889,200,936,322,913,261,47,121
83,3.32,7,0,0.9150267243385315,188,1,508,536,348,268,320,535
83,3.32,6,0,0.5762383341789246,0,187,31,308,15,247,31,121
83,3.32,13,0,0.8944674134254456,754,193,799,322,777,257,45,129
83,3.32,15,0,0.4378715455532074,1082,180,1141,306,1112,243,58,126
84,3.36,1,0,0.91378253698349,456,12,682,461,569,237,225,449
84,3.36,4,0,0.8948860168457031,891,202,939,322,915,262,47,120
84,3.36,7,0,0.9018837809562683,193,1,525,537,359,269,331,536
84,3.36,13,0,0.9135924577713013,753,191,799,322,776,257,46,130
84,3.36,15,0,0.38819244503974915,1082,180,1141,307,1111,243,59,126
85,3.4,1,0,0.9265173077583313,455,10,686,467,570,238,231,457
85,3.4,4,0,0.8949249982833862,893,202,941,322,917,262,48,120
85,3.4,7,0,0.9242753982543945,191,1,532,538,361,269,341,536
85,3.4,13,0,0.9178017377853394,753,190,799,323,776,257,46,132
86,3.44,1,0,0.9261519908905029,465,6,706,476,585,241,240,470
86,3.44,4,0,0.8631746768951416,894,203,944,324,919,264,49,120
86,3.44,7,0,0.9043916463851929,187,0,538,538,362,269,350,538
86,3.44,13,0,0.9001777768135071,753,190,800,324,776,257,47,133
87,3.48,1,0,0.9350180625915527,474,4,725,486,599,245,250,482
87,3.48,4,0,0.872957170009613,896,204,948,325,922,264,51,121
87,3.48,7,0,0.9325319528579712,178,0,533,537,355,268,355,537
87,3.48,13,0,0.8955025672912598,753,190,801,324,777,257,48,134
88,3.52,1,0,0.9156292676925659,488,1,751,500,619,250,263,498
88,3.52,4,0,0.8699031472206116,898,202,951,324,924,263,52,121
88,3.52,7,0,0.9414666295051575,144,0,504,536,324,268,359,536
88,3.52,13,0,0.8724890351295471,754,189,803,323,778,256,48,134
88,3.52,15,0,0.3507338762283325,1074,179,1132,306,1103,243,58,126
89,3.56,1,0,0.9297090768814087,498,1,770,508,634,255,271,507
89,3.56,4,0,0.8721078038215637,900,202,954,325,927,264,54,123
89,3.56,7,0,0.9424829483032227,123,0,489,540,306,270,365,539
89,3.56,13,0,0.8206246495246887,756,189,805,323,780,256,48,133
89,3.56,15,0,0.3846418559551239,1073,180,1131,306,1102,243,58,126
90,3.6,1,0,0.9452511668205261,512,0,794,518,653,259,281,518
90,3.6,4,0,0.869330644607544,903,201,959,326,931,263,55,125
90,3.6,7,0,0.9489302635192871,120,0,492,541,306,271,371,540
90,3.6,13,0,0.5293843746185303,763,199,808,323,786,261,45,124
90,3.6,15,0,0.3535430431365967,1070,180,1129,307,1100,243,58,127
91,3.64,1,0,0.9440628290176392,524,0,814,526,669,263,290,526
91,3.64,4,0,0.8910955786705017,906,200,964,327,935,264,57,127
91,3.64,7,0,0.9485165476799011,122,1,502,546,312,273,380,545
91,3.64,13,0,0.5060738921165466,763,203,808,325,786,264,45,121
91,3.64,15,0,0.3631841540336609,1071,180,1130,308,1100,244,58,127
92,3.68,1,0,0.9392761588096619,536,0,839,536,687,268,302,536
92,3.68,4,0,0.9010390639305115,908,200,968,329,938,265,59,129
92,3.68,7,0,0.9398429989814758,125,1,514,553,320,277,389,552
92,3.68,13,0,0.8169012069702148,760,196,809,327,784,262,49,130
92,3.68,15,0,0.4826340973377228,1070,181,1129,308,1099,245,58,127
93,3.72,1,0,0.9436420798301697,544,0,857,543,700,271,313,543
93,3.72,4,0,0.8932651281356812,910,199,971,330,940,264,60,130
93,3.72,7,0,0.9385430812835693,119,1,513,556,316,279,393,555
93,3.72,13,0,0.8068313598632812,757,193,808,327,782,260,51,133
93,3.72,15,0,0.5670022368431091,1069,181,1127,309,1098,245,58,127
94,3.76,1,0,0.9378483295440674,553,0,881,555,717,278,328,554
94,3.76,4,0,0.8864691853523254,911,196,973,331,942,263,62,134
94,3.76,7,0,0.9508519768714905,100,1,481,539,290,270,380,537
94,3.76,13,0,0.5265519022941589,761,192,805,304,783,248,44,111
94,3.76,15,0,0.5736945867538452,1066,180,1125,309,1096,245,58,128
95,3.8,1,0,0.9485073089599609,559,1,901,561,730,281,341,559
95,3.8,4,0,0.8861255645751953,911,193,975,332,943,262,64,138
95,3.8,7,0,0.9250059723854065,86,1,455,525,270,263,368,524
95,3.8,13,0,0.4677231013774872,762,191,802,288,782,239,39,97
95,3.8,15,0,0.5392372608184814,1065,180,1123,309,1094,244,58,128
96,3.84,1,0,0.9442247748374939,567,2,921,566,744,284,354,563
96,3.84,4,0,0.8853030204772949,911,191,975,330,943,260,63,139
96,3.84,7,0,0.9358891844749451,76,1,437,518,257,259,360,517
96,3.84,13,0,0.5193727016448975,764,189,799,271,782,230,35,82
96,3.84,15,0,0.5756386518478394,1060,180,1118,309,1089,244,58,129
97,3.88,1,0,0.9328708648681641,561,2,928,566,744,284,367,563
97,3.88,4,0,0.8753975033760071,912,189,973,327,942,258,61,138
97,3.88,7,0,0.9309395551681519,82,1,442,517,262,259,359,515
97,3.88,13,0,0.446664035320282,765,187,799,266,782,227,34,78
97,3.88,15,0,0.5720713138580322,1057,180,1115,309,1086,244,58,129
98,3.92,1,0,0.9357247948646545,541,2,917,549,729,275,375,547
98,3.92,4,0,0.8484340310096741,912,187,972,325,942,256,60,137
98,3.92,7,0,0.9348984360694885,95,1,457,516,276,259,362,514
98,3.92,15,0,0.3593195974826813,1053,179,1111,307,1082,243,58,128
99,3.96,1,0,0.937247633934021,518,1,902,536,710,269,384,535
99,3.96,4,0,0.8387535214424133,913,188,971,325,942,256,58,136
99,3.96,7,0,0.9264833331108093,103,1,468,515,285,258,364,513
100,4.0,1,0,0.9426866173744202,479,2,876,538,677,270,397,536
100,4.0,4,0,0.8118398189544678,913,189,970,325,941,257,56,136
100,4.0,7,0,0.9029951095581055,112,2,482,516,297,259,369,514
100,4.0,22,0,0.7195814251899719,747,202,788,322,768,262,41,120
100,4.0,15,0,0.4088483452796936,1041,179,1099,307,1070,243,58,127
101,4.04,1,0,0.9238446950912476,449,1,856,544,652,272,407,542
101,4.04,4,0,0.8148983716964722,913,190,968,326,941,258,55,136
101,4.04,7,0,0.9116439819335938,112,2,487,518,300,260,375,516
101,4.04,22,0,0.5769712328910828,745,205,785,323,765,264,40,117
101,4.04,15,0,0.5163729190826416,1035,179,1094,307,1065,243,58,128
102,4.08,1,0,0.8968299031257629,420,1,834,555,627,278,414,554
102,4.08,4,0,0.8165125846862793,912,193,967,330,940,261,54,136
102,4.08,7,0,0.8143613934516907,124,1,503,521,313,261,378,520
102,4.08,22,0,0.42586207389831543,744,221,780,325,762,273,35,103
102,4.08,15,0,0.5781435370445251,1030,180,1088,308,1059,244,58,128
103,4.12,1,0,0.9097968339920044,423,2,839,561,631,282,415,559
103,4.12,4,0,0.8112753033638,912,195,965,331,939,263,52,136
103,4.12,7,0,0.8945991396903992,125,1,490,504,307,252,364,502
103,4.12,15,0,0.626083493232727,1026,180,1084,309,1055,245,58,128
104,4.16,1,0,0.9320130944252014,443,2,868,577,655,289,425,574
104,4.16,4,0,0.7736057639122009,911,196,962,330,936,263,51,134
104,4.16,7,0,0.9292258024215698,120,2,474,492,297,247,353,490
104,4.16,15,0,0.4333055913448334,1021,181,1078,307,1049,244,56,126
105,4.2,1,0,0.9292630553245544,444,2,880,587,662,295,435,584
105,4.2,4,0,0.7727429866790771,909,196,960,330,935,263,50,134
105,4.2,7,0,0.9257077574729919,114,2,460,489,287,245,346,486
105,4.2,23,0,0.5621076226234436,1247,278,1264,314,1256,296,16,36
106,4.24,1,0,0.9281682968139648,427,3,882,596,654,299,454,593
106,4.24,4,0,0.7622566223144531,907,196,958,334,932,265,50,137
106,4.24,7,0,0.9136155843734741,106,1,445,486,275,244,338,485
107,4.28,1,0,0.931178092956543,410,4,883,604,647,304,473,600
107,4.28,4,0,0.7608482241630554,905,197,957,336,931,267,51,139
107,4.28,7,0,0.9049637913703918,106,1,438,486,272,243,331,484
107,4.28,24,0,0.6218834519386292,1233,278,1252,316,1242,297,18,38
107,4.28,15,0,0.38972920179367065,1001,180,1059,310,1030,245,57,129
108,4.32,1,0,0.9137277007102966,399,3,874,587,637,295,474,583
108,4.32,4,0,0.7784754633903503,903,196,955,336,929,266,51,140
108,4.32,7,0,0.8585627675056458,116,1,438,485,277,243,322,483
109,4.36,1,0,0.910620927810669,365,2,856,587,611,294,491,585
109,4.36,4,0,0.7762256264686584,901,195,953,336,927,265,51,140
109,4.36,7,0,0.8793049454689026,120,2,436,487,278,245,315,485
109,4.36,26,0,0.6747761368751526,1215,277,1235,315,1225,296,19,37
109,4.36,17,0,0.7189059853553772,699,197,744,329,722,263,45,132
110,4.4,1,0,0.8618097305297852,318,1,829,602,574,302,511,600
110,4.4,4,0,0.8398433923721313,898,194,950,337,924,266,52,142
110,4.4,7,0,0.8030003309249878,125,1,438,493,282,247,312,492
110,4.4,17,0,0.770649790763855,697,193,745,331,721,262,48,137
111,4.44,1,0,0.836554765701294,290,2,813,617,552,309,523,615
111,4.44,4,0,0.8215401768684387,896,193,949,338,922,266,53,145
111,4.44,7,0,0.7696971893310547,132,0,437,492,285,246,304,491
111,4.44,17,0,0.7844698429107666,693,187,744,331,719,259,51,143
111,4.44,27,0,0.6627150177955627,1199,279,1217,318,1208,298,17,38
111,4.44,15,0,0.4424654245376587,969,181,1026,311,997,246,56,129
112,4.48,1,0,0.8728012442588806,271,2,796,642,534,322,525,639
112,4.48,4,0,0.838768720626831,893,194,947,341,920,268,54,146
112,4.48,7,0,0.7655773758888245,150,1,449,486,300,244,299,484
112,4.48,17,0,0.7939944863319397,687,185,740,334,714,259,52,148
113,4.52,1,0,0.8280224800109863,273,3,794,661,533,332,521,658
113,4.52,4,0,0.8483664989471436,891,195,947,342,919,268,55,147
113,4.52,7,0,0.5918998122215271,158,2,454,484,306,243,296,481
113,4.52,17,0,0.7927395105361938,684,189,736,334,710,262,52,145
113,4.52,28,0,0.6633127927780151,1180,281,1198,321,1189,301,18,39
114,4.56,1,0,0.760732114315033,283,2,791,670,537,336,508,667
114,4.56,4,0,0.8464637398719788,891,194,948,343,919,269,57,149
114,4.56,7,0,0.6511296033859253,148,3,435,480,292,241,287,477
114,4.56,17,0,0.8300125598907471,677,182,732,334,704,258,54,152
115,4.6,1,0,0.7124475836753845,280,3,776,675,528,339,496,672
115,4.6,4,0,0.8669567704200745,890,194,949,344,920,269,58,149
115,4.6,7,0,0.6195682883262634,166,1,458,483,312,242,291,482
115,4.6,17,0,0.8356184959411621,673,179,729,334,701,257,55,154
115,4.6,29,0,0.6214157342910767,1162,280,1181,319,1172,300,18,39
115,4.6,30,0,0.582181990146637,1262,232,1277,342,1269,287,15,110
116,4.64,1,0,0.8302143812179565,276,3,754,654,515,328,477,650
116,4.64,4,0,0.8911451101303101,890,194,950,344,920,269,60,149
116,4.64,7,0,0.7599852681159973,179,0,476,485,328,243,297,484
116,4.64,17,0,0.7843852639198303,667,175,724,335,695,255,57,160
116,4.64,30,0,0.6835810542106628,1258,232,1273,340,1266,286,15,107
117,4.68,1,0,0.8545836210250854,278,2,734,619,506,310,455,616
117,4.68,4,0,0.9027352929115295,888,196,951,345,920,270,62,149
117,4.68,7,0,0.4916554093360901,182,1,485,489,334,245,303,487
117,4.68,17,0,0.7964401841163635,663,172,721,336,692,254,58,163
117,4.68,30,0,0.7816548943519592,1255,232,1271,340,1263,286,15,107
117,4.68,31,0,0.6265907883644104,1147,279,1166,318,1157,298,18,39
117,4.68,32,0,0.5473191738128662,159,1,362,489,261,245,202,488
118,4.72,1,0,0.9108219146728516,287,2,725,591,506,296,437,588
118,4.72,4,0,0.9024543166160583,886,198,951,346,919,272,64,148
118,4.72,17,0,0.4228692948818207,663,182,715,323,689,253,51,140
118,4.72,30,0,0.8249332904815674,1252,232,1268,339,1260,285,16,106
118,4.72,32,0,0.7861974239349365,163,2,366,492,265,247,202,489
119,4.76,1,0,0.9142181277275085,287,2,721,587,504,295,434,584
119,4.76,4,0,0.8966035842895508,885,199,951,346,918,272,66,146
119,4.76,30,0,0.8296074271202087,1250,231,1268,338,1259,284,17,106
119,4.76,32,0,0.7297572493553162,169,3,372,494,271,249,202,491
119,4.76,33,0,0.655645489692688,1135,279,1153,317,1144,298,17,37
120,4.8,1,0,0.876300573348999,322,2,770,600,546,301,448,598
120,4.8,4,0,0.9031832814216614,884,199,953,346,918,272,69,146
120,4.8,30,0,0.8088287711143494,1248,230,1267,338,1258,284,18,107
120,4.8,32,0,0.5850095748901367,178,1,383,500,280,250,205,499
120,4.8,33,0,0.5026554465293884,1129,278,1147,316,1138,297,17,37
120,4.8,7,0,0.459104061126709,185,2,492,500,339,251,307,498
121,4.84,1,0,0.931334376335144,339,2,801,615,570,309,461,612
121,4.84,4,0,0.9010140299797058,883,200,956,347,920,274,72,147
121,4.84,30,0,0.8071346879005432,1247,233,1267,340,1257,286,19,107
121,4.84,32,0,0.4826008081436157,186,1,393,504,289,252,206,502
121,4.84,33,0,0.5322019457817078,1126,279,1144,317,1135,298,17,37
121,4.84,7,0,0.5334646105766296,196,1,503,497,349,249,307,495
122,4.88,1,0,0.9196438789367676,366,2,836,629,601,315,469,627
122,4.88,4,0,0.8782647848129272,885,199,961,348,923,273,75,148
122,4.88,30,0,0.8156141042709351,1247,234,1268,342,1257,288,21,107
122,4.88,32,0,0.5387217998504639,218,2,408,459,313,230,189,456
122,4.88,33,0,0.600398063659668,1123,280,1140,318,1131,299,17,37
122,4.88,7,0,0.7264674305915833,221,2,509,458,365,230,287,455
123,4.92,1,0,0.9190307855606079,386,2,859,639,622,321,473,636
123,4.92,4,0,0.8743734955787659,887,198,966,348,927,273,78,150
123,4.92,30,0,0.8104812502861023,1246,234,1269,342,1258,288,22,108
123,4.92,33,0,0.6074468493461609,1120,281,1138,318,1129,299,17,37
123,4.92,7,0,0.7892650365829468,234,2,519,446,377,224,284,443
124,4.96,1,0,0.9004719853401184,395,2,883,663,639,333,487,661
124,4.96,4,0,0.8620655536651611,890,194,973,350,931,272,83,155
124,4.96,30,0,0.8174944519996643,1246,233,1270,341,1258,287,23,108
124,4.96,33,0,0.6370511651039124,1118,280,1135,318,1126,299,17,38
124,4.96,7,0,0.8665753602981567,247,1,554,477,401,239,307,475
125,5.0,1,0,0.9200789332389832,410,2,901,672,655,337,490,670
125,5.0,4,0,0.8613632917404175,891,192,977,350,934,271,86,158
125,5.0,30,0,0.8165771961212158,1246,233,1271,342,1259,287,25,108
125,5.0,33,0,0.6473599076271057,1116,280,1134,319,1125,299,17,38
125,5.0,7,0,0.8963842988014221,245,2,557,487,401,244,311,484
125,5.0,36,0,0.748041570186615,473,226,501,303,487,264,28,76
126,5.04,1,0,0.9093321561813354,449,2,936,675,693,339,486,673
126,5.04,4,0,0.8450380563735962,890,190,977,350,933,270,87,160
126,5.04,30,0,0.8097946643829346,1246,233,1273,343,1259,288,26,109
126,5.04,33,0,0.6251152753829956,1113,280,1131,319,1122,300,17,38
126,5.04,7,0,0.9225884675979614,249,2,559,491,404,247,309,489
126,5.04,36,0,0.7663153409957886,472,227,499,303,485,265,27,75
127,5.08,1,0,0.90883469581604,489,2,960,661,725,331,470,658
127,5.08,4,0,0.8171625137329102,888,187,977,349,932,268,88,162
127,5.08,30,0,0.764279305934906,1246,232,1274,343,1260,287,27,110
127,5.08,33,0,0.5879327654838562,1112,279,1130,317,1121,298,17,38
127,5.08,7,0,0.9284940958023071,254,3,556,489,405,246,301,486
127,5.08,36,0,0.7777715921401978,470,225,498,300,484,263,27,75
127,5.08,37,0,0.8252037763595581,547,166,608,329,578,248,60,163
128,5.12,1,0,0.8975154757499695,556,3,989,613,773,308,433,610
128,5.12,4,0,0.7739055156707764,895,203,974,349,935,276,79,145
128,5.12,30,0,0.7420936226844788,1247,232,1275,342,1261,287,27,110
128,5.12,33,0,0.5489853024482727,1112,279,1129,316,1121,298,17,37
128,5.12,7,0,0.9265861511230469,257,3,550,486,403,244,292,483
128,5.12,36,0,0.802666962146759,469,224,497,299,483,262,27,74
128,5.12,37,0,0.8597753643989563,549,165,611,333,580,249,61,168
129,5.16,1,0,0.9067036509513855,600,3,1012,583,806,293,411,580
129,5.16,4,0,0.4685549736022949,902,220,972,349,937,284,69,129
129,5.16,30,0,0.6942688822746277,1249,232,1277,341,1263,286,27,109
129,5.16,33,0,0.5012282133102417,1112,278,1129,316,1120,297,17,37
129,5.16,7,0,0.9261941313743591,263,2,549,486,406,244,286,483
129,5.16,36,0,0.7947390079498291,468,223,496,299,482,261,27,75
129,5.16,37,0,0.8671448826789856,551,163,614,334,582,249,62,170
130,5.2,1,0,0.9291324019432068,649,3,1062,586,855,294,412,583
130,5.2,30,0,0.6797674894332886,1251,232,1279,341,1265,286,27,108
130,5.2,33,0,0.5760707259178162,1112,278,1129,316,1121,297,17,37
130,5.2,7,0,0.9059841632843018,276,2,556,487,416,245,280,485
130,5.2,36,0,0.6359416842460632,467,223,496,301,481,262,28,77
130,5.2,37,0,0.8697532415390015,555,163,618,335,586,249,63,171
131,5.24,1,0,0.9124847054481506,685,3,1103,594,894,299,417,591
131,5.24,30,0,0.6488687992095947,1254,231,1280,339,1267,285,25,108
131,5.24,33,0,0.6077808141708374,1113,278,1130,315,1122,297,17,37
131,5.24,7,0,0.9136463403701782,286,2,562,492,424,247,275,489
131,5.24,36,0,0.375414103269577,468,226,495,301,482,264,27,74
131,5.24,37,0,0.874947190284729,558,165,621,336,590,251,63,171
131,5.24,39,0,0.7342233061790466,719,168,770,342,744,255,50,174
132,5.28,1,0,0.89673912525177,742,3,1170,613,956,308,428,610
